[PAYEMS | 1/127 | month_open] 2016-01 as of 2016-01-01
[CES0500000003 | 65/127 | month_open] 2021-05 as of 2021-05-01
[CES0500000003 | 65/127 | after_week_1] 2021-05 as of 2021-05-07
[CES0500000003 | 65/127 | after_week_2] 2021-05 as of 2021-05-14
[CES0500000003 | 65/127 | month_end] 2021-05 as of 2021-05-31
[CES0500000003 | 65/127 | pre_employment_report] 2021-05 as of 2021-06-03
[CES0500000003 | 66/127 | month_open] 2021-06 as of 2021-06-01
[CES0500000003 | 66/127 | after_week_1] 2021-06 as of 2021-06-07
[CES0500000003 | 66/127 | after_week_2] 2021-06 as of 2021-06-14
[CES0500000003 | 66/127 | month_end] 2021-06 as of 2021-06-30
[CES0500000003 | 66/127 | pre_employment_report] 2021-06 as of 2021-07-01
[CES0500000003 | 67/127 | month_open] 2021-07 as of 2021-07-01
[CES0500000003 | 67/127 | after_week_1] 2021-07 as of 2021-07-07
[CES0500000003 | 67/127 | after_week_2] 2021-07 as of 2021-07-14
[CES0500000003 | 67/127 | month_end] 2021-07 as of 2021-07-31
[CES0500000003 | 67/127 | pre_employment_report] 2021-07 as of 2021-08-05
[CES0500000003 | 68/127 | month_open] 2021-08 as of 2021-08-01
[CES0500000003 | 68/127 | after_week_1] 2021-08 as of 2021-08-07
[CES0500000003 | 68/127 | after_week_2] 2021-08 as of 2021-08-14
[CES0500000003 | 68/127 | month_end] 2021-08 as of 2021-08-31
[CES0500000003 | 68/127 | pre_employment_report] 2021-08 as of 2021-09-02
[CES0500000003 | 69/127 | month_open] 2021-09 as of 2021-09-01
[CES0500000003 | 69/127 | after_week_1] 2021-09 as of 2021-09-07
[CES0500000003 | 69/127 | after_week_2] 2021-09 as of 2021-09-14
[CES0500000003 | 69/127 | month_end] 2021-09 as of 2021-09-30
[CES0500000003 | 69/127 | pre_employment_report] 2021-09 as of 2021-10-07
[CES0500000003 | 70/127 | month_open] 2021-10 as of 2021-10-01
[CES0500000003 | 70/127 | after_week_1] 2021-10 as of 2021-10-07
[CES0500000003 | 70/127 | after_week_2] 2021-10 as of 2021-10-14
[CES0500000003 | 70/127 | month_end] 2021-10 as of 2021-10-31
[CES0500000003 | 70/127 | pre_employment_report] 2021-10 as of 2021-11-04
[CES0500000003 | 71/127 | month_open] 2021-11 as of 2021-11-01
[CES0500000003 | 71/127 | after_week_1] 2021-11 as of 2021-11-07
[CES0500000003 | 71/127 | after_week_2] 2021-11 as of 2021-11-14
[CES0500000003 | 71/127 | month_end] 2021-11 as of 2021-11-30
[CES0500000003 | 71/127 | pre_employment_report] 2021-11 as of 2021-12-02
[CES0500000003 | 72/127 | month_open] 2021-12 as of 2021-12-01
[CES0500000003 | 72/127 | after_week_1] 2021-12 as of 2021-12-07
[CES0500000003 | 72/127 | after_week_2] 2021-12 as of 2021-12-14
[CES0500000003 | 72/127 | month_end] 2021-12 as of 2021-12-31
[CES0500000003 | 72/127 | pre_employment_report] 2021-12 as of 2022-01-06
[CES0500000003 | 73/127 | month_open] 2022-01 as of 2022-01-01
[CES0500000003 | 73/127 | after_week_1] 2022-01 as of 2022-01-07
[CES0500000003 | 73/127 | after_week_2] 2022-01 as of 2022-01-14
[CES0500000003 | 73/127 | month_end] 2022-01 as of 2022-01-31
[CES0500000003 | 73/127 | pre_employment_report] 2022-01 as of 2022-02-03
[CES0500000003 | 74/127 | month_open] 2022-02 as of 2022-02-01
[CES0500000003 | 74/127 | after_week_1] 2022-02 as of 2022-02-07
[CES0500000003 | 74/127 | after_week_2] 2022-02 as of 2022-02-14
[CES0500000003 | 74/127 | month_end] 2022-02 as of 2022-02-28
[CES0500000003 | 74/127 | pre_employment_report] 2022-02 as of 2022-03-03
[CES0500000003 | 75/127 | month_open] 2022-03 as of 2022-03-01
[CES0500000003 | 75/127 | after_week_1] 2022-03 as of 2022-03-07
[CES0500000003 | 75/127 | after_week_2] 2022-03 as of 2022-03-14
[CES0500000003 | 75/127 | month_end] 2022-03 as of 2022-03-31
[CES0500000003 | 75/127 | pre_employment_report] 2022-03 as of 2022-03-31
[CES0500000003 | 76/127 | month_open] 2022-04 as of 2022-04-01
[CES0500000003 | 76/127 | after_week_1] 2022-04 as of 2022-04-07
[CES0500000003 | 76/127 | after_week_2] 2022-04 as of 2022-04-14
[CES0500000003 | 76/127 | month_end] 2022-04 as of 2022-04-30
[CES0500000003 | 76/127 | pre_employment_report] 2022-04 as of 2022-05-05
[CES0500000003 | 77/127 | month_open] 2022-05 as of 2022-05-01
[CES0500000003 | 77/127 | after_week_1] 2022-05 as of 2022-05-07
[CES0500000003 | 77/127 | after_week_2] 2022-05 as of 2022-05-14
[CES0500000003 | 77/127 | month_end] 2022-05 as of 2022-05-31
[CES0500000003 | 77/127 | pre_employment_report] 2022-05 as of 2022-06-02
[CES0500000003 | 78/127 | month_open] 2022-06 as of 2022-06-01
[CES0500000003 | 78/127 | after_week_1] 2022-06 as of 2022-06-07
[CES0500000003 | 78/127 | after_week_2] 2022-06 as of 2022-06-14
[CES0500000003 | 78/127 | month_end] 2022-06 as of 2022-06-30
[CES0500000003 | 78/127 | pre_employment_report] 2022-06 as of 2022-07-07
[CES0500000003 | 79/127 | month_open] 2022-07 as of 2022-07-01
[CES0500000003 | 79/127 | after_week_1] 2022-07 as of 2022-07-07
[CES0500000003 | 79/127 | after_week_2] 2022-07 as of 2022-07-14
[CES0500000003 | 79/127 | month_end] 2022-07 as of 2022-07-31
[CES0500000003 | 79/127 | pre_employment_report] 2022-07 as of 2022-08-04
[CES0500000003 | 80/127 | month_open] 2022-08 as of 2022-08-01
[CES0500000003 | 80/127 | after_week_1] 2022-08 as of 2022-08-07
[CES0500000003 | 80/127 | after_week_2] 2022-08 as of 2022-08-14
[CES0500000003 | 80/127 | month_end] 2022-08 as of 2022-08-31
[CES0500000003 | 80/127 | pre_employment_report] 2022-08 as of 2022-09-01
[CES0500000003 | 81/127 | month_open] 2022-09 as of 2022-09-01
[CES0500000003 | 81/127 | after_week_1] 2022-09 as of 2022-09-07
[CES0500000003 | 81/127 | after_week_2] 2022-09 as of 2022-09-14
[CES0500000003 | 81/127 | month_end] 2022-09 as of 2022-09-30
[CES0500000003 | 81/127 | pre_employment_report] 2022-09 as of 2022-10-06
[CES0500000003 | 82/127 | month_open] 2022-10 as of 2022-10-01
[CES0500000003 | 82/127 | after_week_1] 2022-10 as of 2022-10-07
[CES0500000003 | 82/127 | after_week_2] 2022-10 as of 2022-10-14
[CES0500000003 | 82/127 | month_end] 2022-10 as of 2022-10-31
[CES0500000003 | 82/127 | pre_employment_report] 2022-10 as of 2022-11-03
[CES0500000003 | 83/127 | month_open] 2022-11 as of 2022-11-01
[CES0500000003 | 83/127 | after_week_1] 2022-11 as of 2022-11-07
[CES0500000003 | 83/127 | after_week_2] 2022-11 as of 2022-11-14
[CES0500000003 | 83/127 | month_end] 2022-11 as of 2022-11-30
[CES0500000003 | 83/127 | pre_employment_report] 2022-11 as of 2022-12-01
[CES0500000003 | 84/127 | month_open] 2022-12 as of 2022-12-01
[CES0500000003 | 84/127 | after_week_1] 2022-12 as of 2022-12-07
[CES0500000003 | 84/127 | after_week_2] 2022-12 as of 2022-12-14
[CES0500000003 | 84/127 | month_end] 2022-12 as of 2022-12-31
[CES0500000003 | 84/127 | pre_employment_report] 2022-12 as of 2023-01-05
[CES0500000003 | 85/127 | month_open] 2023-01 as of 2023-01-01
[CES0500000003 | 85/127 | after_week_1] 2023-01 as of 2023-01-07
[CES0500000003 | 85/127 | after_week_2] 2023-01 as of 2023-01-14
[CES0500000003 | 85/127 | month_end] 2023-01 as of 2023-01-31
[CES0500000003 | 85/127 | pre_employment_report] 2023-01 as of 2023-02-02
[CES0500000003 | 86/127 | month_open] 2023-02 as of 2023-02-01
[CES0500000003 | 86/127 | after_week_1] 2023-02 as of 2023-02-07
[CES0500000003 | 86/127 | after_week_2] 2023-02 as of 2023-02-14
[CES0500000003 | 86/127 | month_end] 2023-02 as of 2023-02-28
[CES0500000003 | 86/127 | pre_employment_report] 2023-02 as of 2023-03-09
[CES0500000003 | 87/127 | month_open] 2023-03 as of 2023-03-01
[CES0500000003 | 87/127 | after_week_1] 2023-03 as of 2023-03-07
[CES0500000003 | 87/127 | after_week_2] 2023-03 as of 2023-03-14
[CES0500000003 | 87/127 | month_end] 2023-03 as of 2023-03-31
[CES0500000003 | 87/127 | pre_employment_report] 2023-03 as of 2023-04-06
[CES0500000003 | 88/127 | month_open] 2023-04 as of 2023-04-01
[CES0500000003 | 88/127 | after_week_1] 2023-04 as of 2023-04-07
[CES0500000003 | 88/127 | after_week_2] 2023-04 as of 2023-04-14
[CES0500000003 | 88/127 | month_end] 2023-04 as of 2023-04-30
[CES0500000003 | 88/127 | pre_employment_report] 2023-04 as of 2023-05-04
[CES0500000003 | 89/127 | month_open] 2023-05 as of 2023-05-01
[CES0500000003 | 89/127 | after_week_1] 2023-05 as of 2023-05-07
[CES0500000003 | 89/127 | after_week_2] 2023-05 as of 2023-05-14
[CES0500000003 | 89/127 | month_end] 2023-05 as of 2023-05-31
[CES0500000003 | 89/127 | pre_employment_report] 2023-05 as of 2023-06-01
[CES0500000003 | 90/127 | month_open] 2023-06 as of 2023-06-01
[CES0500000003 | 90/127 | after_week_1] 2023-06 as of 2023-06-07
[CES0500000003 | 90/127 | after_week_2] 2023-06 as of 2023-06-14
[CES0500000003 | 90/127 | month_end] 2023-06 as of 2023-06-30
[CES0500000003 | 90/127 | pre_employment_report] 2023-06 as of 2023-07-06
[CES0500000003 | 91/127 | month_open] 2023-07 as of 2023-07-01
[CES0500000003 | 91/127 | after_week_1] 2023-07 as of 2023-07-07
[CES0500000003 | 91/127 | after_week_2] 2023-07 as of 2023-07-14
[CES0500000003 | 91/127 | month_end] 2023-07 as of 2023-07-31
[CES0500000003 | 91/127 | pre_employment_report] 2023-07 as of 2023-08-03
[CES0500000003 | 92/127 | month_open] 2023-08 as of 2023-08-01
[CES0500000003 | 92/127 | after_week_1] 2023-08 as of 2023-08-07
[CES0500000003 | 92/127 | after_week_2] 2023-08 as of 2023-08-14
[CES0500000003 | 92/127 | month_end] 2023-08 as of 2023-08-31
[CES0500000003 | 92/127 | pre_employment_report] 2023-08 as of 2023-08-31
[CES0500000003 | 93/127 | month_open] 2023-09 as of 2023-09-01
[CES0500000003 | 93/127 | after_week_1] 2023-09 as of 2023-09-07
[CES0500000003 | 93/127 | after_week_2] 2023-09 as of 2023-09-14
[CES0500000003 | 93/127 | month_end] 2023-09 as of 2023-09-30
[CES0500000003 | 93/127 | pre_employment_report] 2023-09 as of 2023-10-05
[CES0500000003 | 94/127 | month_open] 2023-10 as of 2023-10-01
[CES0500000003 | 94/127 | after_week_1] 2023-10 as of 2023-10-07
[CES0500000003 | 94/127 | after_week_2] 2023-10 as of 2023-10-14
[CES0500000003 | 94/127 | month_end] 2023-10 as of 2023-10-31
[CES0500000003 | 94/127 | pre_employment_report] 2023-10 as of 2023-11-02
[CES0500000003 | 95/127 | month_open] 2023-11 as of 2023-11-01
[CES0500000003 | 95/127 | after_week_1] 2023-11 as of 2023-11-07
[CES0500000003 | 95/127 | after_week_2] 2023-11 as of 2023-11-14
[CES0500000003 | 95/127 | month_end] 2023-11 as of 2023-11-30
[CES0500000003 | 95/127 | pre_employment_report] 2023-11 as of 2023-12-07
[CES0500000003 | 96/127 | month_open] 2023-12 as of 2023-12-01
[CES0500000003 | 96/127 | after_week_1] 2023-12 as of 2023-12-07
[CES0500000003 | 96/127 | after_week_2] 2023-12 as of 2023-12-14
[CES0500000003 | 96/127 | month_end] 2023-12 as of 2023-12-31
[CES0500000003 | 96/127 | pre_employment_report] 2023-12 as of 2024-01-04
[CES0500000003 | 97/127 | month_open] 2024-01 as of 2024-01-01
[CES0500000003 | 97/127 | after_week_1] 2024-01 as of 2024-01-07
[CES0500000003 | 97/127 | after_week_2] 2024-01 as of 2024-01-14
[CES0500000003 | 97/127 | month_end] 2024-01 as of 2024-01-31
[CES0500000003 | 97/127 | pre_employment_report] 2024-01 as of 2024-02-01
[CES0500000003 | 98/127 | month_open] 2024-02 as of 2024-02-01
[CES0500000003 | 98/127 | after_week_1] 2024-02 as of 2024-02-07
[CES0500000003 | 98/127 | after_week_2] 2024-02 as of 2024-02-14
[CES0500000003 | 98/127 | month_end] 2024-02 as of 2024-02-29
[CES0500000003 | 98/127 | pre_employment_report] 2024-02 as of 2024-03-07
[CES0500000003 | 99/127 | month_open] 2024-03 as of 2024-03-01
[CES0500000003 | 99/127 | after_week_1] 2024-03 as of 2024-03-07
[CES0500000003 | 99/127 | after_week_2] 2024-03 as of 2024-03-14
[CES0500000003 | 99/127 | month_end] 2024-03 as of 2024-03-31
[CES0500000003 | 99/127 | pre_employment_report] 2024-03 as of 2024-04-04
[CES0500000003 | 100/127 | month_open] 2024-04 as of 2024-04-01
[CES0500000003 | 100/127 | after_week_1] 2024-04 as of 2024-04-07
[CES0500000003 | 100/127 | after_week_2] 2024-04 as of 2024-04-14
[CES0500000003 | 100/127 | month_end] 2024-04 as of 2024-04-30
[CES0500000003 | 100/127 | pre_employment_report] 2024-04 as of 2024-05-02
[CES0500000003 | 101/127 | month_open] 2024-05 as of 2024-05-01
[CES0500000003 | 101/127 | after_week_1] 2024-05 as of 2024-05-07
[CES0500000003 | 101/127 | after_week_2] 2024-05 as of 2024-05-14
[CES0500000003 | 101/127 | month_end] 2024-05 as of 2024-05-31
[CES0500000003 | 101/127 | pre_employment_report] 2024-05 as of 2024-06-06
[CES0500000003 | 102/127 | month_open] 2024-06 as of 2024-06-01
[CES0500000003 | 102/127 | after_week_1] 2024-06 as of 2024-06-07
[CES0500000003 | 102/127 | after_week_2] 2024-06 as of 2024-06-14
[CES0500000003 | 102/127 | month_end] 2024-06 as of 2024-06-30
[CES0500000003 | 102/127 | pre_employment_report] 2024-06 as of 2024-07-04
[CES0500000003 | 103/127 | month_open] 2024-07 as of 2024-07-01
[CES0500000003 | 103/127 | after_week_1] 2024-07 as of 2024-07-07
[CES0500000003 | 103/127 | after_week_2] 2024-07 as of 2024-07-14
[CES0500000003 | 103/127 | month_end] 2024-07 as of 2024-07-31
[CES0500000003 | 103/127 | pre_employment_report] 2024-07 as of 2024-08-01
[CES0500000003 | 104/127 | month_open] 2024-08 as of 2024-08-01
[CES0500000003 | 104/127 | after_week_1] 2024-08 as of 2024-08-07
[CES0500000003 | 104/127 | after_week_2] 2024-08 as of 2024-08-14
[CES0500000003 | 104/127 | month_end] 2024-08 as of 2024-08-31
[CES0500000003 | 104/127 | pre_employment_report] 2024-08 as of 2024-09-05
[CES0500000003 | 105/127 | month_open] 2024-09 as of 2024-09-01
[CES0500000003 | 105/127 | after_week_1] 2024-09 as of 2024-09-07
[CES0500000003 | 105/127 | after_week_2] 2024-09 as of 2024-09-14
[CES0500000003 | 105/127 | month_end] 2024-09 as of 2024-09-30
[CES0500000003 | 105/127 | pre_employment_report] 2024-09 as of 2024-10-03
[CES0500000003 | 106/127 | month_open] 2024-10 as of 2024-10-01
[CES0500000003 | 106/127 | after_week_1] 2024-10 as of 2024-10-07
[CES0500000003 | 106/127 | after_week_2] 2024-10 as of 2024-10-14
[CES0500000003 | 106/127 | month_end] 2024-10 as of 2024-10-31
[CES0500000003 | 106/127 | pre_employment_report] 2024-10 as of 2024-10-31
[CES0500000003 | 107/127 | month_open] 2024-11 as of 2024-11-01
[CES0500000003 | 107/127 | after_week_1] 2024-11 as of 2024-11-07
[CES0500000003 | 107/127 | after_week_2] 2024-11 as of 2024-11-14
[CES0500000003 | 107/127 | month_end] 2024-11 as of 2024-11-30
[CES0500000003 | 107/127 | pre_employment_report] 2024-11 as of 2024-12-05
[CES0500000003 | 108/127 | month_open] 2024-12 as of 2024-12-01
[CES0500000003 | 108/127 | after_week_1] 2024-12 as of 2024-12-07
[CES0500000003 | 108/127 | after_week_2] 2024-12 as of 2024-12-14
[CES0500000003 | 108/127 | month_end] 2024-12 as of 2024-12-31
[CES0500000003 | 108/127 | pre_employment_report] 2024-12 as of 2025-01-09
[CES0500000003 | 109/127 | month_open] 2025-01 as of 2025-01-01
[CES0500000003 | 109/127 | after_week_1] 2025-01 as of 2025-01-07
[CES0500000003 | 109/127 | after_week_2] 2025-01 as of 2025-01-14
[CES0500000003 | 109/127 | month_end] 2025-01 as of 2025-01-31
[CES0500000003 | 109/127 | pre_employment_report] 2025-01 as of 2025-02-06
[CES0500000003 | 110/127 | month_open] 2025-02 as of 2025-02-01
[CES0500000003 | 110/127 | after_week_1] 2025-02 as of 2025-02-07
[CES0500000003 | 110/127 | after_week_2] 2025-02 as of 2025-02-14
[CES0500000003 | 110/127 | month_end] 2025-02 as of 2025-02-28
[CES0500000003 | 110/127 | pre_employment_report] 2025-02 as of 2025-03-06
[CES0500000003 | 111/127 | month_open] 2025-03 as of 2025-03-01
[CES0500000003 | 111/127 | after_week_1] 2025-03 as of 2025-03-07
[CES0500000003 | 111/127 | after_week_2] 2025-03 as of 2025-03-14
[CES0500000003 | 111/127 | month_end] 2025-03 as of 2025-03-31
[CES0500000003 | 111/127 | pre_employment_report] 2025-03 as of 2025-04-03
[CES0500000003 | 112/127 | month_open] 2025-04 as of 2025-04-01
[CES0500000003 | 112/127 | after_week_1] 2025-04 as of 2025-04-07
[CES0500000003 | 112/127 | after_week_2] 2025-04 as of 2025-04-14
[CES0500000003 | 112/127 | month_end] 2025-04 as of 2025-04-30
[CES0500000003 | 112/127 | pre_employment_report] 2025-04 as of 2025-05-01
[CES0500000003 | 113/127 | month_open] 2025-05 as of 2025-05-01
[CES0500000003 | 113/127 | after_week_1] 2025-05 as of 2025-05-07
[CES0500000003 | 113/127 | after_week_2] 2025-05 as of 2025-05-14
[CES0500000003 | 113/127 | month_end] 2025-05 as of 2025-05-31
[CES0500000003 | 113/127 | pre_employment_report] 2025-05 as of 2025-06-05
[CES0500000003 | 114/127 | month_open] 2025-06 as of 2025-06-01
[CES0500000003 | 114/127 | after_week_1] 2025-06 as of 2025-06-07
[CES0500000003 | 114/127 | after_week_2] 2025-06 as of 2025-06-14
[CES0500000003 | 114/127 | month_end] 2025-06 as of 2025-06-30
[CES0500000003 | 114/127 | pre_employment_report] 2025-06 as of 2025-07-02
[CES0500000003 | 115/127 | month_open] 2025-07 as of 2025-07-01
[CES0500000003 | 115/127 | after_week_1] 2025-07 as of 2025-07-07
[CES0500000003 | 115/127 | after_week_2] 2025-07 as of 2025-07-14
[CES0500000003 | 115/127 | month_end] 2025-07 as of 2025-07-31
[CES0500000003 | 115/127 | pre_employment_report] 2025-07 as of 2025-07-31
[CES0500000003 | 116/127 | month_open] 2025-08 as of 2025-08-01
[CES0500000003 | 116/127 | after_week_1] 2025-08 as of 2025-08-07
[CES0500000003 | 116/127 | after_week_2] 2025-08 as of 2025-08-14
[CES0500000003 | 116/127 | month_end] 2025-08 as of 2025-08-31
[CES0500000003 | 116/127 | pre_employment_report] 2025-08 as of 2025-09-04
[CES0500000003 | 117/127 | month_open] 2025-09 as of 2025-09-01
[CES0500000003 | 117/127 | after_week_1] 2025-09 as of 2025-09-07
[CES0500000003 | 117/127 | after_week_2] 2025-09 as of 2025-09-14
[CES0500000003 | 117/127 | month_end] 2025-09 as of 2025-09-30
[CES0500000003 | 117/127 | pre_employment_report] 2025-09 as of 2025-11-19
[CES0500000003 | 118/127 | month_open] 2025-10 as of 2025-10-01
[CES0500000003 | 118/127 | after_week_1] 2025-10 as of 2025-10-07
[CES0500000003 | 118/127 | after_week_2] 2025-10 as of 2025-10-14
[CES0500000003 | 118/127 | month_end] 2025-10 as of 2025-10-31
[CES0500000003 | 118/127 | pre_employment_report] 2025-10 as of 2025-12-15
[CES0500000003 | 119/127 | month_open] 2025-11 as of 2025-11-01
[CES0500000003 | 119/127 | after_week_1] 2025-11 as of 2025-11-07
[CES0500000003 | 119/127 | after_week_2] 2025-11 as of 2025-11-14
[CES0500000003 | 119/127 | month_end] 2025-11 as of 2025-11-30
[CES0500000003 | 119/127 | pre_employment_report] 2025-11 as of 2025-12-15
[CES0500000003 | 120/127 | month_open] 2025-12 as of 2025-12-01
[CES0500000003 | 120/127 | after_week_1] 2025-12 as of 2025-12-07
[CES0500000003 | 120/127 | after_week_2] 2025-12 as of 2025-12-14
[CES0500000003 | 120/127 | month_end] 2025-12 as of 2025-12-31
[CES0500000003 | 120/127 | pre_employment_report] 2025-12 as of 2026-01-08
[CES0500000003 | 121/127 | month_open] 2026-01 as of 2026-01-01
[CES0500000003 | 121/127 | after_week_1] 2026-01 as of 2026-01-07
[CES0500000003 | 121/127 | after_week_2] 2026-01 as of 2026-01-14
[CES0500000003 | 121/127 | month_end] 2026-01 as of 2026-01-31
[CES0500000003 | 121/127 | pre_employment_report] 2026-01 as of 2026-02-10
[CES0500000003 | 122/127 | month_open] 2026-02 as of 2026-02-01
[CES0500000003 | 122/127 | after_week_1] 2026-02 as of 2026-02-07
[CES0500000003 | 122/127 | after_week_2] 2026-02 as of 2026-02-14
[CES0500000003 | 122/127 | month_end] 2026-02 as of 2026-02-28
[CES0500000003 | 122/127 | pre_employment_report] 2026-02 as of 2026-03-05
[CES0500000003 | 123/127 | month_open] 2026-03 as of 2026-03-01
[CES0500000003 | 123/127 | after_week_1] 2026-03 as of 2026-03-07
[CES0500000003 | 123/127 | after_week_2] 2026-03 as of 2026-03-14
[CES0500000003 | 123/127 | month_end] 2026-03 as of 2026-03-31
[CES0500000003 | 123/127 | pre_employment_report] 2026-03 as of 2026-04-02
[CES0500000003 | 124/127 | month_open] 2026-04 as of 2026-04-01
[CES0500000003 | 124/127 | after_week_1] 2026-04 as of 2026-04-07
[CES0500000003 | 124/127 | after_week_2] 2026-04 as of 2026-04-14
[CES0500000003 | 124/127 | month_end] 2026-04 as of 2026-04-30
[CES0500000003 | 124/127 | pre_employment_report] 2026-04 as of 2026-05-07
[CES0500000003 | 125/127 | month_open] 2026-05 as of 2026-05-01
[CES0500000003 | 125/127 | after_week_1] 2026-05 as of 2026-05-07
[CES0500000003 | 125/127 | after_week_2] 2026-05 as of 2026-05-14
[CES0500000003 | 125/127 | month_end] 2026-05 as of 2026-05-31
[CES0500000003 | 125/127 | pre_employment_report] 2026-05 as of 2026-06-04
[CES0500000003 | 126/127 | month_open] 2026-06 as of 2026-06-01
[CES0500000003 | 126/127 | after_week_1] 2026-06 as of 2026-06-07
[CES0500000003 | 126/127 | after_week_2] 2026-06 as of 2026-06-14
[CES0500000003 | 126/127 | month_end] 2026-06 as of 2026-06-30
[CES0500000003 | 126/127 | pre_employment_report] 2026-06 as of 2026-07-01

Model 1C vintage labour backtest complete
Backtest ID: 834e0655-ba81-4b96-b42c-e1cdda73b847
Status: partial
Forecast rows: 8,695
Pending target months: 3
Expected training warm-ups: 146
Hard issues: 1

Stage metrics
target_series        forecast_stage                   model_name  observations     rmse      mae     bias  median_ae  p90_abs_error  max_abs_error  directional_accuracy  interval_coverage  average_days_to_release
CES0500000003          after_week_1          Labour Bridge Ridge           109    3.630    1.974    0.314      1.217          3.718         27.780                 0.936              0.606                   29.220
CES0500000003          after_week_1 Labour Equal-Weight Ensemble           109    4.907    2.009    0.693      1.081          3.590         43.537                 0.954              0.725                   29.220
CES0500000003          after_week_1         Labour 12-Month Mean           109    5.730    2.164    0.023      1.234          3.559         51.897                 0.954              0.817                   29.220
CES0500000003          after_week_1          Labour Factor Ridge           109    5.735    2.305    0.672      1.168          4.006         50.233                 0.927              0.807                   29.220
CES0500000003          after_week_1                 Labour AR(1)           109    5.778    2.237    1.094      1.149          3.701         52.599                 0.954              0.771                   29.220
CES0500000003          after_week_2          Labour Bridge Ridge           110    5.078    2.253    0.611      1.329          3.964         43.947                 0.936              0.582                   22.191
CES0500000003          after_week_2 Labour Equal-Weight Ensemble           110    5.285    2.028    0.758      1.061          4.140         49.145                 0.955              0.736                   22.191
CES0500000003          after_week_2          Labour Factor Ridge           110    5.559    2.194    0.734      1.186          4.262         50.890                 0.918              0.818                   22.191
CES0500000003          after_week_2         Labour 12-Month Mean           110    5.841    2.208    0.008      1.246          3.454         51.897                 0.955              0.800                   22.191
CES0500000003          after_week_2                 Labour AR(1)           110    6.410    2.373    0.930      1.160          3.725         52.599                 0.955              0.791                   22.191
CES0500000003             month_end Labour Equal-Weight Ensemble           110    5.472    2.033    0.765      1.047          4.091         51.358                 0.955              0.736                    5.755
CES0500000003             month_end          Labour Factor Ridge           110    5.724    2.198    0.757      1.096          4.154         50.973                 0.927              0.836                    5.755
CES0500000003             month_end          Labour Bridge Ridge           110    5.752    2.383    0.604      1.362          4.180         50.503                 0.945              0.582                    5.755
CES0500000003             month_end         Labour 12-Month Mean           110    5.847    2.207    0.010      1.235          3.454         51.897                 0.955              0.800                    5.755
CES0500000003             month_end                 Labour AR(1)           110    6.396    2.366    0.934      1.115          3.726         52.599                 0.955              0.782                    5.755
CES0500000003            month_open          Labour Bridge Ridge           109    4.269    2.084    0.419      1.225          3.621         34.723                 0.936              0.642                   35.220
CES0500000003            month_open Labour Equal-Weight Ensemble           109    5.152    2.082    0.659      1.098          3.672         45.855                 0.954              0.725                   35.220
CES0500000003            month_open         Labour 12-Month Mean           109    5.732    2.178    0.032      1.184          3.827         51.780                 0.954              0.826                   35.220
CES0500000003            month_open          Labour Factor Ridge           109    5.843    2.311    0.600      1.118          4.093         50.463                 0.945              0.817                   35.220
CES0500000003            month_open                 Labour AR(1)           109    5.977    2.390    0.959      1.218          3.784         52.380                 0.954              0.752                   35.220
CES0500000003 pre_employment_report Labour Equal-Weight Ensemble           110    5.499    2.049    0.761      1.039          4.186         51.629                 0.955              0.736                    1.000
CES0500000003 pre_employment_report          Labour Factor Ridge           110    5.725    2.215    0.764      1.097          4.251         50.940                 0.927              0.809                    1.000
CES0500000003 pre_employment_report         Labour 12-Month Mean           110    5.851    2.219    0.029      1.317          3.454         51.897                 0.955              0.800                    1.000
CES0500000003 pre_employment_report          Labour Bridge Ridge           110    5.869    2.412    0.589      1.457          3.979         51.348                 0.936              0.609                    1.000
CES0500000003 pre_employment_report                 Labour AR(1)           110    6.396    2.363    0.930      1.115          3.726         52.599                 0.955              0.782                    1.000
       PAYEMS          after_week_1          Labour Bridge Ridge           119 1860.939  514.617  -44.281    131.166        679.403      17331.823                 0.840              0.538                   29.134
       PAYEMS          after_week_1 Labour Equal-Weight Ensemble           119 1950.604  437.148  -31.035    104.877        517.090      19280.566                 0.908              0.672                   29.134
       PAYEMS          after_week_1                 Labour AR(1)           119 2015.274  426.736   28.655    101.780        525.691      20747.199                 0.916              0.790                   29.134
       PAYEMS          after_week_1         Labour 12-Month Mean           119 2037.007  476.620  -11.213     73.167       1051.350      20696.000                 0.866              0.798                   29.134
       PAYEMS          after_week_1          Labour Factor Ridge           119 2108.677  525.596  -77.479    132.358        579.932      19762.676                 0.874              0.723                   29.134
       PAYEMS          after_week_2          Labour Factor Ridge           120 1976.225  483.775 -137.228    142.588        543.363      19438.405                 0.892              0.733                   22.133
       PAYEMS          after_week_2          Labour Bridge Ridge           120 1980.907  515.354  -59.573    124.004        623.061      18688.930                 0.842              0.533                   22.133
       PAYEMS          after_week_2         Labour 12-Month Mean           120 2057.369  467.715  -11.738     72.875        895.133      20696.000                 0.867              0.800                   22.133
       PAYEMS          after_week_2 Labour Equal-Weight Ensemble           120 2905.142  595.655  138.300    110.513        496.728      23992.183                 0.908              0.692                   22.133
       PAYEMS          after_week_2                 Labour AR(1)           120 7184.053 1008.988  611.702    107.838        507.850      75795.437                 0.925              0.775                   22.133
       PAYEMS             month_end          Labour Bridge Ridge           120 1969.352  507.941  -50.489    138.226        583.509      18457.491                 0.842              0.533                    5.700
